id_title;commentCount;dislikeCount;likeCount;id_music_style;id_performer;viewCount;commentators_uniq;comments_obscene_cnt;video_age
98765517;2;10;97;12345;99991;36192;2;0;223
98765518;4;6;138;12345;99991;15320;4;0;699
98765519;1;1;53;12345;99991;3480;;;1253
98765520;124;93;1965;12345;99991;210449;63;1;332
98765521;1;1;23;12345;99991;1657;1;0;1364
98765522;3;1;67;12345;99991;3609;2;0;1035
98765523;4;11;193;12345;99991;18483;1;1;1334
98765524;50;138;1366;12345;99991;272038;23;0;757
98765525;1;1;30;12345;99991;3040;1;0;1404
98765526;8;2;94;12345;99991;7593;6;0;1290
98765527;2;1;45;12345;99991;1902;2;0;1404
98765528;3;1;33;12345;99991;1831;2;0;1291
98765529;3;1;56;12345;99991;5005;2;0;1228
98765530;58;63;1767;12345;99991;207721;41;1;1547
98765531;4;3;73;12345;99991;11460;3;0;1459
98765532;15;6;465;12345;99991;20724;16;0;1105
98765533;5;4;132;12345;99991;11180;4;0;2167
98765534;3;7;83;12345;99991;21949;;;223
98765535;16;12;271;12345;99991;12186;15;2;2037
98765536;4;7;238;12345;99991;8941;4;0;923
98765537;6;8;192;12345;99991;30346;3;0;244
98765538;6;1;140;12345;99991;6729;5;0;1048
98765539;1;2;66;12345;99991;3624;1;0;1208
98765540;34;26;641;12345;99991;54854;18;2;1103
98765541;3;2;56;12345;99991;4083;2;0;2179
98765542;4;7;33;12345;99991;4214;4;0;2522
98765543;2;2;248;12345;99991;8954;2;0;1264
98765544;0;2;115;12345;99991;7345;;;976
98765545;0;2;17;12345;99991;1081;;;1065
98765546;5;24;267;12345;99991;28482;3;0;223
98765547;19;6;463;12345;99991;29560;15;0;911
98765548;0;2;72;12345;99991;5744;;;1092
98765549;3;1;90;12345;99991;10234;3;0;1228
98765550;34;51;663;12345;99991;61723;23;0;2174
98765551;37;18;761;12345;99991;56971;24;0;1009
98765552;19;5;347;12345;99991;11873;14;0;811
98765553;23;8;611;12345;99991;46873;15;1;1023
98765554;60;20;1284;12345;99991;68059;43;0;1145
98765555;5;10;141;12345;99991;28809;2;0;223
98765556;6;37;210;12345;99991;40210;2;0;223
98765557;;690;10532;12345;99992;2221419;;;3217
98765558;26;10;269;12345;99992;40327;23;0;3546
98765559;12;7;163;12345;99992;11907;11;0;3189
98765560;46;19;597;12345;99992;91483;33;1;3361
98765561;7;7;87;12345;99992;9217;6;0;3179
98765562;88;69;1566;12345;99992;449891;63;1;4013
98765563;168;101;4091;12345;99992;763611;130;0;2948
98765564;422;229;4137;12345;99992;629212;223;6;3765
98765565;5;4;141;12345;99992;35902;5;1;3608
98765566;189;102;2599;12345;99992;582159;119;4;3308
98765567;30;10;541;12345;99992;117765;26;1;3522
98765568;57;28;961;12345;99992;109955;35;1;3603
98765569;627;157;3714;12345;99992;634676;277;7;4189
98765570;156;96;2203;12345;99992;165878;101;0;1056
98765571;;111;2484;12345;99992;508228;;;3418
98765572;127;33;1429;12345;99992;46357;73;1;522
98765573;2;1;32;12345;99992;1952;1;0;1294
98765574;33;18;798;12345;99992;43908;26;0;1312
98765575;7;7;88;12345;99992;8860;;;777
98765576;0;1;11;12345;99992;933;;;1514
98765577;0;1;0;12345;99992;441;;;753
98765578;0;1;6;12345;99992;722;;;1514
98765579;0;0;3;12345;99992;334;;;1514
98765580;1433;1038;39550;12345;99992;1303143;932;16;2037
98765581;136;158;2016;12345;99992;69988;93;2;380
98765582;0;0;6;12345;99992;162;;;777
98765583;0;32;140;12345;99992;12308;;;455
98765584;1;2;56;12345;99992;4386;1;0;348
98765585;0;1;9;12345;99992;339;578;0;1514
98765586;0;0;2;12345;99992;107;;;237
98765587;0;1;7;12345;99992;543;;;1514
98765588;0;1;10;12345;99992;528;;;1514
98765589;1;13;74;12345;99992;7980;1;0;455
98765590;325;158;2918;12345;99992;261945;200;1;1190
98765591;2;4;65;12345;99992;6381;2;0;348
98765592;1;7;19;12345;99992;953;1;0;1514
98765593;0;0;3;12345;99992;91;;;777
98765594;415;523;3036;12345;99992;287287;142;9;1108
98765595;5;9;194;12345;99992;41996;5;0;3280
98765596;4;6;72;12345;99992;4557;2;0;348
98765597;1;1;26;12345;99992;3160;;;348
98765598;2;4;59;12345;99992;6102;2;0;348
98765599;4;26;145;12345;99992;6101;3;0;1237
98765600;0;1;8;12345;99992;378;;;1514
98765601;0;1;10;12345;99992;1123;;;1294
98765602;0;1;15;12345;99992;849;;;1514
98765603;0;0;3;12345;99992;126;;;777
98765604;3;4;82;12345;99992;5638;1;0;1237
98765605;0;1;4;12345;99992;284;;;777
98765606;0;0;9;12345;99992;927;;;1255
98765607;0;2;7;12345;99992;225;;;237
98765608;54;54;1001;12345;99992;53531;41;1;1219
98765609;3;1;49;12345;99992;5449;1;0;1255
98765610;0;1;3;12345;99992;167;;;778
98765611;0;0;15;12345;99992;1310;;;1514
98765612;0;2;40;12345;99992;1730;;;1294
98765613;0;2;17;12345;99992;1708;;;1514
98765614;0;0;3;12345;99992;127;;;777
98765615;1;2;17;12345;99992;725;;;777
98765616;0;3;3;12345;99992;347;;;777
98765617;0;1;3;12345;99992;95;;;237
98765618;0;0;12;12345;99992;896;;;1514
98765619;1;2;29;12345;99992;2710;1;0;348
98765620;3;3;51;12345;99992;4198;2;0;348
98765621;2;12;88;12345;99992;7547;2;0;455
98765622;0;0;14;12345;99992;784;;;789
98765623;29;101;744;12345;99992;40594;15;0;98
98765624;1;118;357;12345;99992;42205;1;0;294
98765625;34;32;659;12345;99992;44249;27;1;1214
98765626;75;12;640;12345;99992;15376;55;0;345
98765627;0;0;9;12345;99992;369;;;1514
98765628;0;0;0;12345;99992;150;;;777
98765629;;137;1370;12345;99992;251184;;;2446
98765630;;14;643;12345;99992;57647;;;2425
98765631;144;34;1113;12345;99992;163921;100;3;4243
98765632;17;12;296;12345;99992;49381;15;0;3089
98765633;7;2;103;12345;99992;14227;5;0;4243
98765634;207;59;1830;12345;99992;96132;105;3;987
98765635;52;21;758;12345;99992;177409;40;0;3811
98765636;1767;579;21269;12345;99992;1601521;913;9;969
98765637;814;489;11860;12345;99992;1712122;550;25;2216
98765638;161;41;2873;12345;99992;333404;101;1;3018
98765639;16956;19087;99666;12345;99992;3499975;;;5
98765640;386;269;6023;12345;99992;922630;233;2;1981
98765641;106;55;1384;12345;99992;106441;72;1;496
98765642;1759;28853;201703;12345;99992;25971056;951;2;1104
98765643;250;100;4348;12345;99992;225178;164;1;1095
98765644;69;10;779;12345;99992;60151;50;0;2099
98765645;5;1;67;12345;99992;12189;4;0;3861
98765646;1;0;66;12345;99992;7343;1;0;4221
98765647;77;22;640;12345;99992;240528;52;1;3869
98765648;6;1;43;12345;99992;4103;3;0;4035
98765649;1;0;45;12345;99992;4195;1;0;4012
98765650;13;3;135;12345;99992;33784;9;0;4241
98765651;11;0;72;12345;99992;12398;9;0;4035
98765652;85;66;1752;12345;99992;840346;70;4;4241
98765653;543;248;4184;12345;99992;330179;285;2;1059
98765654;191;36;1959;12345;99992;80170;123;2;1038
98765655;174;44;1497;12345;99992;67654;102;0;1039
98765656;0;7;23;12345;99992;1550;;;1514
98765657;0;2;2;12345;99992;100;;;778
98765658;0;2;14;12345;99992;851;;;1514
98765659;0;1;12;12345;99992;858;;;1514
98765660;0;1;12;12345;99992;878;;;1514
98765661;0;0;9;12345;99992;442;;;1514
98765662;90;31;1251;12345;99992;47921;66;0;901
98765663;0;2;13;12345;99992;1054;;;1514
98765664;365;125;3847;12345;99992;825596;216;4;3130
98765665;0;0;6;12345;99992;562;;;1514
98765666;0;123;277;12345;99992;42323;;;238
98765667;0;1;16;12345;99992;831;;;1255
98765668;0;1;3;12345;99992;229;;;1514
98765669;1;2;14;12345;99992;1087;;;1514
98765670;0;2;13;12345;99992;1464;;;1255
98765671;4;24;143;12345;99992;12797;3;0;455
98765672;0;0;15;12345;99992;399;;;237
98765673;0;2;1;12345;99992;68;;;777
98765674;1;1;2;12345;99992;72;1;0;777
98765675;2;1;23;12345;99992;1359;2;0;1294
98765676;3;3;42;12345;99992;3105;2;0;348
98765677;173;44;2426;12345;99992;90875;117;1;921
98765678;3;107;189;12345;99992;40035;2;0;348
98765679;260;35;1889;12345;99992;55402;137;0;235
98765680;6;4;102;12345;99992;5535;6;0;2474
98765681;54;23;987;12345;99992;104942;32;1;1327
98765682;134;49;1686;12345;99992;81990;88;3;438
98765683;77;29;1638;12345;99992;117376;65;0;1258
98765684;82;24;1264;12345;99992;63663;55;1;579
98765685;1978;763;15333;12345;99992;2340444;889;29;579
98765686;181;27;2002;12345;99992;72679;154;1;222
98765687;13;5;181;12345;99992;49380;10;1;3519
98765688;4;5;36;12345;99992;3489;4;0;3237
98765689;250;117;5278;12345;99992;283367;180;0;455
98765690;952;395;15405;12345;99992;957030;548;5;81
98765691;500;280;5198;12345;99992;665323;270;4;1227
98765692;94;85;1666;12345;99992;302071;70;4;1259
98765693;544;195;4650;12345;99992;351776;312;1;915
98765694;79;26;1002;12345;99992;19708;70;1;304
98765695;4;3;114;12345;99992;13794;4;0;3398
98765696;219;49;2530;12345;99992;79142;140;0;635
98765697;238;82;2889;12345;99992;102340;169;2;278
98765698;775;156;6722;12345;99992;474284;418;4;641
98765699;67;20;639;12345;99992;15706;40;0;327
98765700;2096;741;5583;12345;99992;572595;;;30
98765701;19;3;400;12345;99992;41281;19;0;2913
98765702;138;35;2001;12345;99992;72516;100;0;166
98765703;38;25;1021;12345;99992;66411;26;0;445
98765704;47;15;637;12345;99992;26067;37;0;445
98765705;67;18;729;12345;99992;45885;46;2;445
98765706;118;29;1759;12345;99992;80501;91;1;445
98765707;82;14;1001;12345;99992;57457;59;1;445
98765708;116;50;1873;12345;99992;91659;83;2;445
98765709;69;23;1114;12345;99992;76483;52;0;445
98765710;143;76;2439;12345;99992;157415;102;1;445
98765711;;598;13298;12345;99992;2215600;;;2701
98765712;;17;200;12345;99992;62020;;;3305
98765713;117;48;1516;12345;99992;316832;77;1;3432
98765714;50;30;947;12345;99992;135669;34;0;1714
98765715;5;6;68;12345;99992;23805;3;0;3269
98765716;374;182;6006;12345;99992;570748;220;2;1256
98765717;57;19;798;12345;99992;58650;40;0;2017
98765718;4041;3893;34396;12345;99992;6063957;852;32;1827
98765719;3;3;45;12345;99992;12632;1;0;4193
98765720;59;18;980;12345;99992;159959;46;0;3510
98765721;8;20;444;12345;99992;30276;7;0;1465
98765722;;398;10428;12345;99992;2107435;;;2318
98765723;;;;12345;99992;88789;;;2349
98765724;;;;12345;99992;31573;;;2322
98765725;118;131;1786;12345;99992;342009;83;4;3140
98765726;413;247;6745;12345;99992;1305271;300;4;2129
98765727;333;71;2282;12345;99992;123094;166;4;508
98765728;14;8;212;12345;99992;4969;11;0;445
98765729;660;220;10566;12345;99992;1025989;358;5;1555
98765730;138;89;1949;12345;99992;288515;88;2;1614
98765731;5;7;308;12345;99992;23944;4;0;1915
98765732;3;5;114;12345;99992;18451;3;0;3195
98765733;27;5;344;12345;99992;17781;23;0;2520
98765734;28;22;756;12345;99992;92491;19;0;3603
98765735;25;3;262;12345;99992;48429;13;0;3143
98765736;6;2;116;12345;99992;18326;6;0;3140
98765737;43;12;707;12345;99992;65225;29;1;2011
98765738;29;16;443;12345;99992;38513;21;0;2082
98765739;19;7;360;12345;99992;26435;15;1;2771
98765740;13;4;265;12345;99992;19203;10;0;2017
98765741;4;0;83;12345;99992;21071;4;0;4173
98765742;61;28;822;12345;99992;105083;50;0;3287
98765743;80;28;1205;12345;99992;104733;55;1;2017
98765744;391;222;9252;12345;99992;1707952;253;2;2870
98765745;43;12;646;12345;99992;62033;33;0;2494
98765746;9;6;261;12345;99992;12545;8;0;1338
98765747;4;4;98;12345;99992;8158;4;0;2867
98765748;134;91;1108;12345;99992;102810;102;4;2082
98765749;48;21;1126;12345;99992;148031;31;1;3746
98765750;36;5;633;12345;99992;49323;29;0;2005
98765751;21;5;416;12345;99992;43808;16;0;2005
98765752;80;34;1284;12345;99992;114307;48;0;2017
98765753;7;3;162;12345;99992;61396;6;0;3510
98765754;2;0;91;12345;99992;7100;2;0;3250
98765755;8;4;37;12345;99992;11225;7;0;3422
98765756;5;1;61;12345;99992;6117;5;0;3287
98765757;8;2;150;12345;99992;12026;8;0;2873
98765758;30;14;759;12345;99992;63159;26;0;2017
98765759;1088;261;12602;12345;99992;1042812;620;1;953
98765760;414;395;5866;12345;99992;527342;238;5;2017
98765761;5;0;247;12345;99992;19899;5;0;2005
98765762;33;23;681;12345;99992;91017;31;0;2101
98765763;337;74;4526;12345;99992;156207;244;0;129
98765764;66;50;1205;12345;99992;123383;46;1;1326
98765765;536;240;8183;12345;99992;516226;364;2;637
98765766;7269;5479;97424;12345;99992;15717459;892;25;462
98765767;31;12;624;12345;99992;85214;18;0;3747
98765768;2144;939;15385;12345;99992;1587199;917;21;1082
98765769;2255;2066;46265;12345;99992;6962945;;;173
98765770;6;23;508;12345;99992;60702;6;0;1309
98765771;6144;3390;87127;12345;99992;14163256;865;10;1581
98765772;206;93;2521;12345;99992;275824;143;6;1249
98765773;2608;3255;40673;12345;99992;6888838;861;18;713
98765774;281;73;3422;12345;99992;205387;175;3;971
98765775;1812;1573;38884;12345;99992;7887225;862;8;1925
98765776;685;551;18083;12345;99992;3212886;433;3;1463
98765777;204;109;3180;12345;99992;1393618;138;3;4356
98765778;139;40;1948;12345;99992;81012;107;0;185
98765779;167;29;2152;12345;99992;102823;108;1;180
98765780;668;673;18017;12345;99992;3227989;;;3811
98765781;388;78;2905;12345;99992;111894;222;1;888
98765782;6640;3381;79115;12345;99992;10436734;811;9;848
98765783;170;61;1867;12345;99992;149860;115;1;544
98765784;89;19;1160;12345;99992;52483;61;0;176
98765785;169;30;2285;12345;99992;85252;113;0;166
98765786;192;63;2417;12345;99992;217745;114;2;958
98765787;4126;2583;66190;12345;99992;6895318;917;15;393
98765788;289;91;4524;12345;99992;329266;191;2;544
98765789;115;18;1217;12345;99992;51169;67;0;178
98765790;357;108;5075;12345;99992;486446;187;0;544
98765791;873;706;11829;12345;99992;1022380;524;6;587
98765792;6152;5063;108703;12345;99992;16498742;907;28;532
98765793;325;160;5544;12345;99992;438313;228;3;543
98765794;94;18;1334;12345;99992;57486;77;0;178
98765795;169;26;2164;12345;99992;44625;111;0;66
98765796;135;56;2287;12345;99992;131919;95;7;180
98765797;18142;30891;334552;12345;99992;130688195;906;29;1304
98765798;87;46;1449;12345;99992;105866;63;0;544
98765799;116;20;1034;12345;99992;23797;65;0;316
98765800;146;56;1986;12345;99992;349157;103;1;3130
98765801;13;7;184;12345;99992;27640;11;0;3106
98765802;2;1;46;12345;99992;4655;;;3037
98765803;4;7;125;12345;99992;7799;4;0;2565
98765804;1;0;20;12345;99992;13204;1;0;4169
98765805;;;;12345;99992;19211;;;2408
98765806;8;3;75;12345;99992;11720;8;1;3567
98765807;;;;12345;99992;11343;;;2408
98765808;9;2;145;12345;99992;46984;8;0;4218
98765809;1;0;30;12345;99992;12453;1;0;4169
98765810;263;70;3265;12345;99992;122553;173;1;810
98765811;11;4;132;12345;99992;38195;9;0;3513
98765812;12;12;282;12345;99992;36716;9;1;2005
98765813;4;2;125;12345;99992;19891;3;0;2005
98765814;1;2;81;12345;99992;7051;;;2005
98765815;3;2;105;12345;99992;14117;3;0;2005
98765816;3;2;58;12345;99992;6365;2;0;2005
98765817;7;3;220;12345;99992;29470;6;0;2005
98765818;13;7;232;12345;99992;36357;12;0;2005
98765819;13;9;264;12345;99992;43674;9;0;3143
98765820;51;34;591;12345;99992;110724;38;4;2476
98765821;;;;12345;99992;48202;;;2408
98765822;335;595;10822;12345;99992;2943384;224;2;2900
98765823;447;76;3190;12345;99992;241948;227;1;544
98765824;2;6;73;12345;99992;16477;2;0;4187
98765825;270;55;2762;12345;99992;160879;159;0;953
98765826;13;43;636;12345;99992;98125;10;0;1312
98765827;122;29;1204;12345;99992;44284;95;0;372
98765828;60;20;1049;12345;99992;26686;51;0;372
98765829;111;36;1624;12345;99992;35379;94;0;344
98765830;36;10;707;12345;99992;64957;29;0;1332
98765831;80;17;1100;12345;99992;35395;61;1;1044
98765832;127;20;1179;12345;99992;20610;104;0;330
98765833;8;1;151;12345;99992;8694;8;0;2008
98765834;151;52;1701;12345;99992;60427;115;0;370
98765835;7;4;125;12345;99992;29330;5;0;4173
98765836;19;1;218;12345;99992;26164;19;0;3766
98765837;25;14;283;12345;99994;58496;24;0;2165
98765838;12;4;87;12345;99994;14780;9;0;2180
98765839;5;5;49;12345;99994;4625;5;1;2179
98765840;1;5;30;12345;99994;6639;1;0;2302
98765841;7;9;138;12345;99994;20575;;;2102
98765842;9;7;129;12345;99994;16794;9;0;2186
98765843;20;5;138;12345;99994;21862;13;0;2174
98765844;7;5;91;12345;99994;12204;7;0;2111
98765845;16;12;133;12345;99994;12065;15;0;2111
98765846;28;20;162;12345;99994;30665;41;0;2101
98765847;10;8;79;12345;99994;14410;41;0;2108
98765848;14;10;79;12345;99994;12494;41;0;2128
98765849;7;4;92;12345;99994;12482;7;0;2180
98765850;7;3;31;12345;99994;9319;4;0;2224
98765851;4;0;53;12345;99994;6667;;;2294
98765852;3;10;172;12345;99994;48756;3;0;2192
98765853;145;53;2454;12345;99994;202364;121;0;429
98765854;81;60;1169;12345;99994;56628;72;0;381
98765855;220;74;2202;12345;99994;92180;185;1;458
98765856;340;264;5170;12345;99994;237949;271;2;455
98765857;143;107;2213;12345;99994;90265;108;0;440
98765858;169;148;3858;12345;99994;189439;132;0;450
98765859;10;3;57;12345;99994;8863;;;2340
98765860;6149;10483;116973;12345;99994;11851736;898;19;273
98765861;61;66;897;12345;99994;54789;48;0;253
98765862;24;8;238;12345;99994;11294;17;0;1061
98765863;4;4;50;12345;99994;30082;3;0;3036
98765864;0;1;24;12345;99994;16033;;;3036
98765865;2;4;83;12345;99994;59165;2;0;3036
98765866;5;20;176;12345;99994;131775;5;0;2975
98765867;12;3;95;12345;99994;11721;;;2138
98765868;54;47;675;12345;99994;199189;51;0;2684
98765869;193;109;1450;12345;99994;632117;138;5;2669
98765870;8;2;55;12345;99994;6380;6;0;2159
98765871;66;51;929;12345;99994;81548;49;2;735
98765872;14;9;186;12345;99994;10096;12;0;819
98765873;11;9;230;12345;99994;9975;8;0;786
98765874;16;9;150;12345;99994;5406;12;0;842
98765875;12;8;139;12345;99994;4924;8;0;834
98765876;7;6;122;12345;99994;4886;6;0;803
98765877;14;9;149;12345;99994;8311;9;0;822
98765878;20;14;228;12345;99994;16772;19;0;807
98765879;30;21;329;12345;99994;19397;25;0;884
98765880;24;5;237;12345;99994;8867;16;0;802
98765881;40;12;309;12345;99994;19636;13;1;864
98765882;24;24;264;12345;99994;13093;19;0;750
98765883;40;44;481;12345;99994;22497;38;0;854
98765884;15;5;313;12345;99994;14862;14;0;802
98765885;23;16;434;12345;99994;20451;22;0;916
98765886;18;4;264;12345;99994;11139;13;0;796
98765887;17;6;216;12345;99994;14516;13;0;893
98765888;28;13;391;12345;99994;22176;20;0;830
98765889;59;17;551;12345;99994;37838;36;0;887
98765890;32;7;389;12345;99994;11851;26;0;867
98765891;9;2;147;12345;99994;7408;7;1;854
98765892;9;9;198;12345;99994;8169;9;0;788
98765893;51;16;285;12345;99994;11950;35;1;778
98765894;7;4;152;12345;99994;5532;7;0;869
98765895;68;15;345;12345;99994;19516;32;0;847
98765896;13;1;263;12345;99994;11637;11;0;861
98765897;15;5;139;12345;99994;7442;12;0;788
98765898;7;6;173;12345;99994;9149;4;0;787
98765899;7;14;187;12345;99994;9213;7;0;780
98765900;21;9;184;12345;99994;8812;15;0;811
98765901;8;2;147;12345;99994;5057;7;0;870
98765902;57;38;1062;12345;99994;68174;37;0;732
98765903;16;12;408;12345;99994;20321;16;0;880
98765904;25;6;210;12345;99994;10642;20;0;870
98765905;27;8;320;12345;99994;17270;;;899
98765906;23;6;265;12345;99994;13649;15;0;845
98765907;633;1008;14842;12345;99994;2100150;423;0;822
98765908;33;13;419;12345;99994;37387;23;0;802
98765909;54;34;1042;12345;99994;69416;32;0;903
98765910;7;9;179;12345;99994;9320;;;892
98765911;10;9;183;12345;99994;7543;8;0;874
98765912;3;8;120;12345;99994;5770;2;0;869
98765913;67;35;671;12345;99994;37911;46;0;794
98765914;12;3;199;12345;99994;6237;12;0;802
98765915;40;10;359;12345;99994;9885;33;0;859
98765916;83;44;897;12345;99994;69031;63;0;763
98765917;48;32;458;12345;99994;58091;28;0;802
98765918;48;25;627;12345;99994;44844;35;0;769
98765919;79;60;915;12345;99994;125964;60;0;845
98765920;18;6;211;12345;99994;9917;16;0;802
98765921;60;27;556;12345;99994;33788;40;0;915
98765922;22;6;323;12345;99994;18104;18;0;802
98765923;33;13;360;12345;99994;26440;21;1;802
98765924;52;14;429;12345;99994;19952;33;0;810
98765925;42;16;444;12345;99994;27373;28;0;796
98765926;88;38;689;12345;99994;41842;55;0;732
98765927;48;24;448;12345;99994;18478;36;0;952
98765928;37;16;401;12345;99994;23563;;;893
98765929;22;8;281;12345;99994;11440;20;0;788
98765930;2;1;43;12345;99994;13927;2;0;3040
98765931;16;10;257;12345;99994;7269;;;14
98765932;2088;4196;41632;12345;99994;14185326;909;6;394
98765933;466;688;8369;12345;99994;812142;362;0;408
98765934;82;66;1241;12345;99994;73799;64;1;391
98765935;113;172;2607;12345;99994;503599;82;0;1697
98765936;3018;2290;30332;12345;99994;3930723;868;5;484
98765937;507;793;15981;12345;99994;5822141;347;3;2843
98765938;42;36;1183;12345;99994;123859;;;1341
98765939;775;932;15225;12345;99994;5641424;484;0;2380
98765940;842;852;16058;12345;99994;3686132;521;2;1597
98765941;266;510;10370;12345;99994;4574584;208;0;3696
98765942;60;60;974;12345;99994;290417;43;0;3534
98765943;1452;1599;26391;12345;99994;6878328;862;9;1597
98765944;97;145;3238;12345;99994;794557;75;0;1597
98765945;3631;5684;84955;12345;99994;39817134;881;7;2649
98765946;10236;15504;168964;12345;99994;57184627;888;3;1359
98765947;5215;5834;82581;12345;99994;42354457;893;4;2135
98765948;1637;2340;32005;12345;99994;9047593;875;6;1597
98765949;162;341;5364;12345;99994;4032049;135;0;3342
98765950;52;31;626;12345;99994;20171;44;0;306
98765951;116;75;1226;12345;99994;92024;84;0;330
98765952;181;71;1437;12345;99994;116719;92;0;255
98765953;937;1194;7358;12345;99994;1502567;676;20;370
98765954;31;15;324;12345;99994;16491;25;0;253
98765955;1648;2559;16555;12345;99994;2062204;856;4;665
98765956;1420;2235;43932;12345;99994;9999001;924;4;1760
98765957;476;814;7506;12345;99994;991205;293;1;1037
98765958;6613;11359;122264;12345;99994;51280586;872;5;1601
98765959;242;105;2373;12345;99994;178852;151;1;273
98765960;59;40;755;12345;99994;40399;41;0;359
98765961;1434;1054;21228;12345;99994;5000068;901;2;2298
98765962;141;145;2147;12345;99994;227352;99;1;425
98765963;82;51;1191;12345;99994;73134;63;0;303
98765964;4419;7318;69565;12345;99994;15823560;895;5;1009
98765965;100;53;1253;12345;99994;43811;73;0;447
98765966;72;53;538;12345;99994;53700;43;0;704
98765967;18;9;292;12345;99994;13959;17;0;541
98765968;103;62;794;12345;99994;66117;82;3;593
98765969;42;21;528;12345;99994;37016;37;0;513
98765970;50;81;459;12345;99994;38785;34;1;683
